panoid,lat,lon,year,month,img_path,angle,type,img_name,conf,bbox,LLM
KxNyTO7nn6PDO8ESBcd0Rw,-1.287264996193562,36.98789001599374,2018,2,K/x/,180,GSVI,KxNyTO7nn6PDO8ESBcd0Rw_180,[0.3898140490055084],"[[0.2633380889892578, 171.14761352539062, 130.55670166015625, 218.1280517578125]]",1.0
KxZBw4s_scZxVZPfUey55w,-1.255722416856836,36.74563936450944,2018,2,K/x/,180,GSVI,KxZBw4s_scZxVZPfUey55w_180,"[0.5577870607376099, 0.3909125030040741]","[[262.5174560546875, 187.15609741210938, 346.13134765625, 223.9434051513672], [262.6336669921875, 188.35284423828125, 382.6812744140625, 225.29627990722656]]",1.0
L-7LdJfeLoDZhy9YSbQ1Dw,-1.284870668509927,36.88853300007496,2021,8,L/-/,90,GSVI,L-7LdJfeLoDZhy9YSbQ1Dw_90,[0.5740833878517151],"[[210.29022216796875, 180.7843017578125, 348.43060302734375, 300.0]]",1.0
L2gBt7qBrDBVB5CXcK1giQ,-1.32658067932988,36.88550241799542,2018,4,L/2/,0,GSVI,L2gBt7qBrDBVB5CXcK1giQ_0,[0.44764137268066406],"[[60.4779052734375, 171.6058349609375, 378.21875, 254.52403259277344]]",1.0
LBDK4xzwJrBizglO1v1WSA,-1.254171641536109,36.88021585533501,2018,2,L/B/,0,GSVI,LBDK4xzwJrBizglO1v1WSA_0,[0.27384692430496216],"[[323.7288513183594, 219.2900848388672, 399.716796875, 293.07257080078125]]",1.0
LJ9YKvU4QjEB919vxz4I-Q,-1.200819887619655,36.90694901477946,2018,2,L/j/,0,GSVI,LJ9YKvU4QjEB919vxz4I-Q_0,"[0.4071280360221863, 0.37815895676612854]","[[67.46353149414062, 192.04818725585938, 185.62232971191406, 263.53118896484375], [57.613162994384766, 191.99832153320312, 228.34059143066406, 264.90826416015625]]",1.0
LL0cdhyIN4zA9a0SYgcuKQ,-1.264027635622396,36.86062405906505,2018,2,L/L/,180,GSVI,LL0cdhyIN4zA9a0SYgcuKQ_180,"[0.5565797686576843, 0.552420437335968, 0.29069939255714417]","[[12.427825927734375, 188.1945037841797, 397.4491882324219, 300.0], [211.97891235351562, 191.5288543701172, 399.6136779785156, 285.69091796875], [0.0, 237.8520965576172, 184.6162567138672, 300.0]]",1.0
LVfVhn8YC0e8Xq_c2YxFeg,-1.264407339842584,36.7478301017191,2017,12,L/v/,0,GSVI,LVfVhn8YC0e8Xq_c2YxFeg_0,"[0.5740248560905457, 0.3224523067474365]","[[227.4827117919922, 229.34886169433594, 305.2845458984375, 286.5787048339844], [58.46107482910156, 230.82763671875, 200.49212646484375, 300.0]]",1.0
La_7ztckWNGS9JvNC_ei5A,-1.134774533629656,36.97386991752883,2021,9,L/a/,180,GSVI,La_7ztckWNGS9JvNC_ei5A_180,[0.6920068264007568],"[[7.279510498046875, 163.57168579101562, 330.5277099609375, 247.10366821289062]]",1.0
LfSA8JI__Ftnggj4WBVABA,-1.17665681705719,36.91216334377189,2018,2,L/f/,90,GSVI,LfSA8JI__Ftnggj4WBVABA_90,[0.2510184347629547],"[[3.2987403869628906, 194.9909210205078, 230.66836547851562, 297.9845275878906]]",1.0
Lhs49RMXcuGfrQjDrra8TA,-1.26214971536195,36.88981603767376,2021,8,L/H/,270,GSVI,Lhs49RMXcuGfrQjDrra8TA_270,[0.4338042438030243],"[[261.1442565917969, 169.07565307617188, 398.04107666015625, 242.8777618408203]]",1.0
Llai1G4eejlyQf-ZI0J6vg,-1.274489765106572,36.90784997032777,2021,8,L/L/,90,GSVI,Llai1G4eejlyQf-ZI0J6vg_90,[0.3797069489955902],"[[154.3197021484375, 181.56715393066406, 240.39869689941406, 224.86026000976562]]",1.0
LmlF3P6P8X9wwZwwnVkrdQ,-1.307417980969242,36.89510305851125,2018,4,L/m/,180,GSVI,LmlF3P6P8X9wwZwwnVkrdQ_180,"[0.4382096230983734, 0.36886271834373474]","[[0.0, 138.71421813964844, 356.1885070800781, 195.90232849121094], [0.0, 143.68441772460938, 199.20863342285156, 183.0425567626953]]",1.0
Lquy4rXGM_Ir1oT6LaSlsA,-1.30594193309397,36.91830265792223,2021,7,L/Q/,180,GSVI,Lquy4rXGM_Ir1oT6LaSlsA_180,[0.6357303261756897],"[[209.36236572265625, 165.7518768310547, 324.25054931640625, 204.71511840820312]]",1.0
LsIKihrMBBuzXINMGyMsgg,-1.320948913744735,36.88633880121392,2018,4,L/s/,270,GSVI,LsIKihrMBBuzXINMGyMsgg_270,[0.40969985723495483],"[[4.121503829956055, 268.81182861328125, 141.25234985351562, 299.64251708984375]]",1.0
LwimkLL98cHwWUxgmVGViw,-1.284786295590431,36.84376441256796,2018,2,L/w/,0,GSVI,LwimkLL98cHwWUxgmVGViw_0,[0.8145148754119873],"[[2.374725341796875, 196.8592071533203, 264.25079345703125, 294.7727966308594]]",1.0
LxU9s8uWeFJ6GOZEnj_AAQ,-1.215203170131149,36.88672239680925,2018,2,L/x/,0,GSVI,LxU9s8uWeFJ6GOZEnj_AAQ_0,[0.7023319602012634],"[[76.17618560791016, 197.8333282470703, 389.0602722167969, 299.9834289550781]]",1.0
M-VsIqV2_JCB5XCc24vR-Q,-1.279122898493623,36.82230054149185,2021,8,m/-/,0,GSVI,M-VsIqV2_JCB5XCc24vR-Q_0,[0.35402610898017883],"[[1.6504859924316406, 211.13238525390625, 81.00404357910156, 237.88333129882812]]",1.0
M16UWrSIe-YLOQz7tLv-Yg,-1.204519656573925,36.93197843189061,2021,9,m/1/,0,GSVI,M16UWrSIe-YLOQz7tLv-Yg_0,[0.7387028932571411],"[[66.50308227539062, 197.7198944091797, 216.05624389648438, 289.52294921875]]",1.0
M2dwa7vqByWyEPpVI2I2kw,-1.170780029149501,36.92898294509073,2018,2,m/2/,0,GSVI,M2dwa7vqByWyEPpVI2I2kw_0,[0.7491586208343506],"[[79.22008514404297, 200.3623504638672, 399.9549560546875, 297.93768310546875]]",1.0
M3T7RqkKXI2VHNY8F508vA,-1.207070472006524,36.89434538989516,2021,7,m/3/,270,GSVI,M3T7RqkKXI2VHNY8F508vA_270,"[0.7765829563140869, 0.6339825987815857]","[[2.1913909912109375, 217.9241485595703, 199.3968963623047, 290.0885314941406], [219.51541137695312, 249.78424072265625, 400.0, 299.9886169433594]]",1.0
M3j-q7YxKfmfeR6zxGy-ng,-1.207637109132366,36.95942078834153,2021,9,m/3/,180,GSVI,M3j-q7YxKfmfeR6zxGy-ng_180,"[0.5465701818466187, 0.3514898419380188]","[[61.0137939453125, 215.84742736816406, 385.21832275390625, 299.4617919921875], [107.07256317138672, 237.68687438964844, 228.72286987304688, 299.6206359863281]]",1.0
M4h0HIWyTCNERlOiKpm55g,-1.238268763575678,36.92973164372444,2021,9,m/4/,0,GSVI,M4h0HIWyTCNERlOiKpm55g_0,[0.7692859172821045],"[[97.9403305053711, 214.95616149902344, 399.4541015625, 296.9403381347656]]",1.0
M4tB92UJ8CQ2RkcOpiQV7w,-1.27691609639274,36.75426906221013,2017,12,m/4/,180,GSVI,M4tB92UJ8CQ2RkcOpiQV7w_180,[0.35618287324905396],"[[295.3641662597656, 260.41534423828125, 399.1609802246094, 299.8254089355469]]",1.0
M5gVS6gpunidqgfQ9pzODg,-1.207374651258734,36.91551515223181,2021,9,m/5/,90,GSVI,M5gVS6gpunidqgfQ9pzODg_90,"[0.5071274042129517, 0.49842190742492676]","[[48.6365852355957, 191.91465759277344, 139.1856689453125, 258.9080505371094], [49.05557632446289, 191.64871215820312, 183.02597045898438, 258.6289978027344]]",1.0
M8nGtWtkdJMeJ0dlg5DFLg,-1.267769730714222,36.9175633586364,2018,2,m/8/,270,GSVI,M8nGtWtkdJMeJ0dlg5DFLg_270,[0.5438714027404785],"[[76.63802337646484, 213.75941467285156, 132.5309600830078, 257.55938720703125]]",1.0
MCB9K5PrfoGXWq2Uwvgseg,-1.304841601779795,36.91533532539458,2018,4,m/C/,270,GSVI,MCB9K5PrfoGXWq2Uwvgseg_270,[0.7778834700584412],"[[295.6383972167969, 175.01731872558594, 399.5880126953125, 236.65850830078125]]",1.0
MH78KhYMGe2dun78nwlT5w,-1.287349465477095,36.94465128008298,2021,7,m/H/,270,GSVI,MH78KhYMGe2dun78nwlT5w_270,[0.5618735551834106],"[[0.0, 161.19956970214844, 366.82440185546875, 248.8884735107422]]",1.0
ML2NCiouKlSrMW85QA3n1Q,-1.280477039316009,36.74250514029769,2018,3,m/L/,180,GSVI,ML2NCiouKlSrMW85QA3n1Q_180,[0.7261176705360413],"[[36.03015899658203, 197.38587951660156, 398.00872802734375, 298.5845031738281]]",1.0
MOmo-Fzh5LEPGlq5oa54rw,-1.290306852594506,36.98420949979691,2021,8,m/O/,180,GSVI,MOmo-Fzh5LEPGlq5oa54rw_180,[0.5635374784469604],"[[274.7896423339844, 183.7464141845703, 399.918212890625, 293.0291748046875]]",1.0
MPxv2P7HNbnWRV24WT5G8g,-1.217416488427705,36.88895277594007,2018,2,m/P/,0,GSVI,MPxv2P7HNbnWRV24WT5G8g_0,"[0.5628204345703125, 0.27272868156433105]","[[43.569068908691406, 237.35609436035156, 399.2083435058594, 297.67559814453125], [192.95458984375, 238.30398559570312, 400.0, 299.57440185546875]]",1.0
MQDpMvrYGIoRN5HbuuVHyw,-1.239374781430474,36.92601620895093,2021,9,m/Q/,270,GSVI,MQDpMvrYGIoRN5HbuuVHyw_270,"[0.2753601372241974, 0.2621261477470398]","[[0.0, 189.9713897705078, 326.0060729980469, 255.5499267578125], [32.85335159301758, 222.239990234375, 138.65054321289062, 250.12832641601562]]",1.0
MWKMBPC1yt0eeRzwMh6I8A,-1.267476478826503,36.89960073948829,2018,2,m/w/,0,GSVI,MWKMBPC1yt0eeRzwMh6I8A_0,[0.8531115055084229],"[[178.5723876953125, 191.7528533935547, 399.3064880371094, 298.8554382324219]]",1.0
MWKMBPC1yt0eeRzwMh6I8A,-1.267476478826503,36.89960073948829,2018,2,m/w/,90,GSVI,MWKMBPC1yt0eeRzwMh6I8A_90,[0.6783879399299622],"[[0.2182769775390625, 225.20278930664062, 90.76028442382812, 300.0]]",1.0
MWWM3LxXYmVwa-BvsBBMfA,-1.302247319828275,36.78830083976046,2021,7,m/w/,90,GSVI,MWWM3LxXYmVwa-BvsBBMfA_90,"[0.4262060523033142, 0.3826316297054291, 0.37798264622688293, 0.3299432694911957]","[[0.0, 151.69569396972656, 327.0265808105469, 203.0406951904297], [73.20977020263672, 155.26377868652344, 305.4563903808594, 198.52450561523438], [0.0, 153.9086151123047, 222.2527313232422, 195.78750610351562], [206.38796997070312, 158.68238830566406, 324.8611145019531, 195.49591064453125]]",1.0
MXzeIRdTZIEq1j5rxaAuUQ,-1.147489666824949,36.95167623517353,2018,5,m/x/,180,GSVI,MXzeIRdTZIEq1j5rxaAuUQ_180,[0.8813998699188232],"[[233.2921905517578, 192.64434814453125, 400.0, 266.28759765625]]",1.0
M_A7970iiHac5ozqwV41yw,-1.253279686245851,36.91854326492573,2018,2,m/_/,270,GSVI,M_A7970iiHac5ozqwV41yw_270,"[0.5008954405784607, 0.30775436758995056]","[[28.866004943847656, 212.36961364746094, 397.46246337890625, 279.6441650390625], [209.71484375, 208.78482055664062, 400.0, 278.21881103515625]]",1.0
MafDCTQJT5QVz_yaiNyCOA,-1.281677307186094,36.89619256784736,2018,1,m/a/,180,GSVI,MafDCTQJT5QVz_yaiNyCOA_180,[0.6335485577583313],"[[57.862247467041016, 177.91110229492188, 119.16580200195312, 219.79090881347656]]",1.0
MckOI30Gp4cCDcP8_capyQ,-1.300940700863686,36.90176623386865,2021,8,m/C/,180,GSVI,MckOI30Gp4cCDcP8_capyQ_180,[0.6395176649093628],"[[182.20065307617188, 194.2593231201172, 397.7207946777344, 299.4401550292969]]",1.0
MfAK0HTkIIgB0pwCHU7ZoQ,-1.299709117964339,36.90709801247178,2021,7,m/f/,180,GSVI,MfAK0HTkIIgB0pwCHU7ZoQ_180,[0.3917787969112396],"[[20.56962013244629, 176.8341827392578, 105.02445983886719, 209.4068145751953]]",1.0
MgHW3-V-nIEiOYHNOmUxbA,-1.323250190807997,36.85167743346451,2021,8,m/g/,180,GSVI,MgHW3-V-nIEiOYHNOmUxbA_180,[0.41826871037483215],"[[298.7605285644531, 205.1897735595703, 399.75653076171875, 299.6890563964844]]",1.0
MgWY_TFWC55HfRnd6NAWrA,-1.304400415889526,36.90289412663515,2021,8,m/g/,0,GSVI,MgWY_TFWC55HfRnd6NAWrA_0,[0.7047682404518127],"[[193.9439697265625, 211.39303588867188, 400.0, 300.0]]",1.0
MlJNUPF3XKVxE4FQjicn5Q,-1.276129037082429,36.69103351155658,2017,12,m/L/,0,GSVI,MlJNUPF3XKVxE4FQjicn5Q_0,[0.4429585933685303],"[[138.13536071777344, 138.7301025390625, 235.18972778320312, 173.2530059814453]]",1.0
Mo-D0m9X6yfjM5MoOb9EDQ,-1.209330778359514,36.8854048352296,2021,9,m/O/,270,GSVI,Mo-D0m9X6yfjM5MoOb9EDQ_270,"[0.32509544491767883, 0.260658860206604]","[[243.14837646484375, 228.92584228515625, 399.63055419921875, 300.0], [133.60533142089844, 228.94424438476562, 399.5097351074219, 297.7725830078125]]",1.0
Mr-KvFXrx74MD42XNoxmXw,-1.269047681925169,36.84370438443345,2018,2,m/r/,0,GSVI,Mr-KvFXrx74MD42XNoxmXw_0,"[0.7424337267875671, 0.25221431255340576]","[[2.5501251220703125, 187.8324432373047, 240.03443908691406, 288.85357666015625], [46.7369270324707, 172.40008544921875, 244.3328857421875, 279.14166259765625]]",1.0
Mr-KvFXrx74MD42XNoxmXw,-1.269047681925169,36.84370438443345,2018,2,m/r/,90,GSVI,Mr-KvFXrx74MD42XNoxmXw_90,[0.6730905175209045],"[[186.86351013183594, 151.1074676513672, 400.0, 245.111083984375]]",1.0
Mr-KvFXrx74MD42XNoxmXw,-1.269047681925169,36.84370438443345,2018,2,m/r/,180,GSVI,Mr-KvFXrx74MD42XNoxmXw_180,[0.7474641799926758],"[[1.183013916015625, 156.85137939453125, 196.4573211669922, 298.2421569824219]]",1.0
Mr-KvFXrx74MD42XNoxmXw,-1.269047681925169,36.84370438443345,2018,2,m/r/,270,GSVI,Mr-KvFXrx74MD42XNoxmXw_270,"[0.36008143424987793, 0.3072817921638489]","[[301.5023498535156, 203.35769653320312, 399.5771484375, 299.6623840332031], [301.1592712402344, 203.01768493652344, 395.7689514160156, 244.7295684814453]]",1.0
MuRqcV-hbHK49QKhDOXDaA,-1.31430944054548,36.88826627907098,2018,4,m/U/,0,GSVI,MuRqcV-hbHK49QKhDOXDaA_0,"[0.8423435688018799, 0.27180659770965576]","[[268.42840576171875, 186.02587890625, 400.0, 300.0], [192.59066772460938, 188.2869110107422, 400.0, 300.0]]",1.0
MuRqcV-hbHK49QKhDOXDaA,-1.31430944054548,36.88826627907098,2018,4,m/U/,90,GSVI,MuRqcV-hbHK49QKhDOXDaA_90,"[0.500970184803009, 0.27647101879119873]","[[7.310142517089844, 167.93734741210938, 392.5774230957031, 295.32574462890625], [324.90692138671875, 0.0, 399.6336364746094, 117.57652282714844]]",1.0
MwSwZz548eELrOR0l-iwzw,-1.256743145210129,36.88923500512933,2018,2,m/w/,90,GSVI,MwSwZz548eELrOR0l-iwzw_90,[0.8202620148658752],"[[304.0063171386719, 204.7464599609375, 399.90643310546875, 262.9706726074219]]",1.0
MwSwZz548eELrOR0l-iwzw,-1.256743145210129,36.88923500512933,2018,2,m/w/,180,GSVI,MwSwZz548eELrOR0l-iwzw_180,"[0.4103805124759674, 0.3387465178966522]","[[0.05133628845214844, 208.90989685058594, 87.0376205444336, 269.2957458496094], [125.95441436767578, 182.20533752441406, 202.1431884765625, 232.29356384277344]]",1.0
MwhrhxlSJWn-6SIzD-Wk0w,-1.288546411348654,36.7447642191492,2018,2,m/w/,270,GSVI,MwhrhxlSJWn-6SIzD-Wk0w_270,"[0.273360937833786, 0.25208598375320435]","[[57.395999908447266, 209.93377685546875, 125.56330871582031, 265.1094665527344], [56.965675354003906, 208.90907287597656, 171.81964111328125, 269.8902893066406]]",1.0
MxhW6HV5xEA0Pt82CYwurA,-1.284066434323164,36.74234594225182,2018,3,m/x/,0,GSVI,MxhW6HV5xEA0Pt82CYwurA_0,[0.6135505437850952],"[[47.141456604003906, 191.04995727539062, 164.52186584472656, 248.03314208984375]]",1.0
MzV-Cu3ju7WDhSRjzpwarQ,-1.314624600432439,36.90921397677557,2021,7,m/Z/,90,GSVI,MzV-Cu3ju7WDhSRjzpwarQ_90,[0.5162516832351685],"[[215.00526428222656, 234.3259735107422, 321.7622985839844, 299.82647705078125]]",1.0
MznWoA6w7-CuPEIWGnfbPQ,-1.296453079271968,36.85221672326183,2018,2,m/Z/,90,GSVI,MznWoA6w7-CuPEIWGnfbPQ_90,"[0.5236651301383972, 0.38092920184135437]","[[0.5683135986328125, 172.05535888671875, 127.40094757080078, 222.96478271484375], [158.3580780029297, 175.3357696533203, 210.53553771972656, 205.52996826171875]]",1.0
N-EmVNyTxK3A-egPV_8v6g,-1.281480164519612,37.05630480884414,2021,10,N/-/,270,GSVI,N-EmVNyTxK3A-egPV_8v6g_270,"[0.40065422654151917, 0.36336424946784973, 0.34798187017440796]","[[300.2904968261719, 234.4202423095703, 399.1337890625, 282.7785339355469], [300.63323974609375, 227.74835205078125, 399.371337890625, 297.227294921875], [49.96559143066406, 193.7597198486328, 207.3308868408203, 299.31134033203125]]",1.0
N0C6M3jNkFakmAQ2xURQZw,-1.159543411548441,36.63898858056046,2021,10,N/0/,90,GSVI,N0C6M3jNkFakmAQ2xURQZw_90,"[0.41972169280052185, 0.2996116280555725]","[[154.92271423339844, 240.89633178710938, 282.8961486816406, 292.46221923828125], [154.7936248779297, 239.90577697753906, 397.5166931152344, 298.4279479980469]]",1.0
N2IbSV5375bGeuQ0VD5aog,-1.328281305930258,36.88801802249723,2018,4,N/2/,180,GSVI,N2IbSV5375bGeuQ0VD5aog_180,[0.3401128649711609],"[[191.03305053710938, 189.40142822265625, 348.8235168457031, 251.39727783203125]]",1.0
N3cue1lX4aJ-S2LY4zacrg,-1.263648129099978,36.84653706784444,2018,2,N/3/,0,GSVI,N3cue1lX4aJ-S2LY4zacrg_0,"[0.7692793011665344, 0.4450460374355316, 0.36750876903533936]","[[252.69717407226562, 219.2513427734375, 399.4533996582031, 288.89190673828125], [3.8730907440185547, 197.7241668701172, 120.55850219726562, 231.12974548339844], [1.8574714660644531, 196.56732177734375, 120.78296661376953, 249.53543090820312]]",1.0
N3cue1lX4aJ-S2LY4zacrg,-1.263648129099978,36.84653706784444,2018,2,N/3/,90,GSVI,N3cue1lX4aJ-S2LY4zacrg_90,[0.8522361516952515],"[[1.6624736785888672, 190.35772705078125, 149.47569274902344, 276.809326171875]]",1.0
N3xukBT4ppMjex_xtnayzw,-1.28708584413491,36.7917545170851,2021,7,N/3/,270,GSVI,N3xukBT4ppMjex_xtnayzw_270,[0.26412418484687805],"[[3.368978500366211, 178.3380889892578, 88.39315032958984, 218.4710693359375]]",1.0
NHTiDK3Tr13dUWI08QA4Nw,-1.262367816128165,36.8039631695526,2018,5,N/H/,0,GSVI,NHTiDK3Tr13dUWI08QA4Nw_0,"[0.6421945691108704, 0.38314566016197205]","[[2.8043746948242188, 161.850830078125, 398.12200927734375, 300.0], [1.0669708251953125, 158.99142456054688, 145.87008666992188, 275.6323547363281]]",1.0
NHTiDK3Tr13dUWI08QA4Nw,-1.262367816128165,36.8039631695526,2018,5,N/H/,90,GSVI,NHTiDK3Tr13dUWI08QA4Nw_90,"[0.7029065489768982, 0.2987077832221985, 0.2596590518951416]","[[3.5605430603027344, 167.21636962890625, 253.10906982421875, 299.05169677734375], [0.6158447265625, 243.9960479736328, 126.63220977783203, 299.8381042480469], [108.6137466430664, 167.8907012939453, 249.86656188964844, 234.86778259277344]]",1.0
NIuh-ihg543PA4nohOUSmA,-1.277229869869356,36.89843111127992,2018,1,N/i/,270,GSVI,NIuh-ihg543PA4nohOUSmA_270,"[0.670749306678772, 0.2641966640949249]","[[320.3559875488281, 174.5390625, 399.34844970703125, 213.8233184814453], [0.06348848342895508, 178.02638244628906, 37.880279541015625, 209.9237823486328]]",1.0
NIvBSPQ-J_qm4C6I7KmGsg,-1.318381213957754,36.87271173398632,2018,1,N/i/,0,GSVI,NIvBSPQ-J_qm4C6I7KmGsg_0,[0.36364293098449707],"[[0.31486034393310547, 224.9555206298828, 69.7127685546875, 299.9288024902344]]",1.0
NIvBSPQ-J_qm4C6I7KmGsg,-1.318381213957754,36.87271173398632,2018,1,N/i/,270,GSVI,NIvBSPQ-J_qm4C6I7KmGsg_270,[0.7244236469268799],"[[229.34893798828125, 207.797119140625, 400.0, 299.9457092285156]]",1.0
NJBXp1_yecTohYyVamE-Bw,-1.305630993668034,36.87662940720199,2021,7,N/j/,90,GSVI,NJBXp1_yecTohYyVamE-Bw_90,[0.3073153793811798],"[[292.7506408691406, 193.61575317382812, 400.0, 285.92437744140625]]",1.0
NOQNdS3kqp1ytJUcxH3HIg,-1.267027309493308,36.89935744457041,2018,2,N/O/,90,GSVI,NOQNdS3kqp1ytJUcxH3HIg_90,"[0.7894445657730103, 0.38867753744125366]","[[182.67291259765625, 191.68284606933594, 317.79833984375, 255.245849609375], [2.035694122314453, 213.2379913330078, 129.68606567382812, 267.57171630859375]]",1.0
NOXNV-kkPxMLgglf7WlNRg,-1.25124550235217,36.92647990011869,2018,2,N/O/,90,GSVI,NOXNV-kkPxMLgglf7WlNRg_90,"[0.47919031977653503, 0.4452393352985382, 0.39950066804885864, 0.343260258436203]","[[2.1727466583251953, 146.17123413085938, 135.1186981201172, 256.2746887207031], [2.2498703002929688, 166.49908447265625, 358.73358154296875, 298.5036926269531], [0.8734130859375, 200.06211853027344, 364.81341552734375, 289.34259033203125], [219.2633819580078, 212.2008514404297, 350.9154052734375, 272.370361328125]]",1.0
NQ-_P2HnQDRVK_LkdSD7ig,-1.216620904083125,36.82132781307781,2018,1,N/Q/,270,GSVI,NQ-_P2HnQDRVK_LkdSD7ig_270,[0.8200262188911438],"[[137.98919677734375, 199.931640625, 399.427490234375, 297.213623046875]]",1.0
NQmtjtHrTPJrWfvWSI4YJw,-1.213520863725025,36.93291123104567,2021,9,N/Q/,180,GSVI,NQmtjtHrTPJrWfvWSI4YJw_180,[0.4673786759376526],"[[0.36040306091308594, 199.7259521484375, 84.83210754394531, 275.7940673828125]]",1.0
NRKcACNgB7La1s-eMC4e1Q,-1.288247216259878,36.84571320637377,2021,8,N/r/,0,GSVI,NRKcACNgB7La1s-eMC4e1Q_0,"[0.6861659288406372, 0.500869631767273, 0.468057245016098]","[[0.0, 166.06277465820312, 142.19924926757812, 226.38885498046875], [1.6774559020996094, 162.49130249023438, 143.9258575439453, 262.31048583984375], [24.85370635986328, 168.20590209960938, 399.8309631347656, 295.3248596191406]]",1.0
NRKcACNgB7La1s-eMC4e1Q,-1.288247216259878,36.84571320637377,2021,8,N/r/,270,GSVI,NRKcACNgB7La1s-eMC4e1Q_270,[0.687869668006897],"[[300.27508544921875, 155.7064666748047, 400.0, 203.1362762451172]]",1.0
NVxMwNiOA46J9yifGOCl-Q,-1.399219139634827,36.76579412308566,2022,2,N/v/,90,GSVI,NVxMwNiOA46J9yifGOCl-Q_90,[0.8129356503486633],"[[40.246219635009766, 218.1803436279297, 228.3826446533203, 299.5696716308594]]",1.0
NWm1T8TxTt-Bmzi4rM72Nw,-1.286799893082109,36.95032933682163,2021,8,N/w/,180,GSVI,NWm1T8TxTt-Bmzi4rM72Nw_180,"[0.4573625922203064, 0.32201826572418213]","[[287.2728576660156, 189.3376922607422, 400.0, 254.90203857421875], [288.1539306640625, 187.3136444091797, 399.8447265625, 286.4114074707031]]",1.0
NY5jiDjgMQI4He-Zac3pNA,-1.291934883343077,36.73921610182049,2018,2,N/y/,0,GSVI,NY5jiDjgMQI4He-Zac3pNA_0,[0.7950491309165955],"[[58.88214111328125, 203.44223022460938, 398.56878662109375, 298.8992004394531]]",1.0
NY5jiDjgMQI4He-Zac3pNA,-1.291934883343077,36.73921610182049,2018,2,N/y/,90,GSVI,NY5jiDjgMQI4He-Zac3pNA_90,[0.7124841809272766],"[[0.36086082458496094, 197.2814178466797, 158.7853546142578, 299.9006652832031]]",1.0
N_CTKFkUb_3ec6jWvfBsow,-1.246003513811467,36.92425205584061,2021,9,N/_/,90,GSVI,N_CTKFkUb_3ec6jWvfBsow_90,[0.7402405738830566],"[[255.39894104003906, 215.28213500976562, 349.110107421875, 256.5306091308594]]",1.0
N_LWC4d8Z_EdP_EC3yTzuA,-1.267381088849981,36.80944178155594,2021,8,N/_/,180,GSVI,N_LWC4d8Z_EdP_EC3yTzuA_180,[0.4350719451904297],"[[13.587284088134766, 160.8617401123047, 289.20587158203125, 280.0758972167969]]",1.0
NdvrHy8DBH1JwZN8LkffaQ,-1.466260357554557,36.93923407074251,2022,3,N/d/,0,GSVI,NdvrHy8DBH1JwZN8LkffaQ_0,[0.5437053442001343],"[[307.75860595703125, 150.8463134765625, 399.6363830566406, 246.50743103027344]]",1.0
NdvrHy8DBH1JwZN8LkffaQ,-1.466260357554557,36.93923407074251,2022,3,N/d/,90,GSVI,NdvrHy8DBH1JwZN8LkffaQ_90,"[0.6626559495925903, 0.2511456608772278]","[[3.930797576904297, 186.71836853027344, 252.22886657714844, 246.09878540039062], [4.6080780029296875, 158.18475341796875, 259.4630432128906, 246.4609375]]",1.0
NfpUotq9LdpRHgOlwMDMmA,-1.240027583086498,36.66551499287345,2021,10,N/f/,270,GSVI,NfpUotq9LdpRHgOlwMDMmA_270,[0.3833836615085602],"[[155.6163787841797, 251.47430419921875, 217.84011840820312, 282.5992431640625]]",1.0
NpJz-7kmnyWhJcRgcEP4Hg,-1.278538093541287,36.89224680478822,2018,1,N/P/,270,GSVI,NpJz-7kmnyWhJcRgcEP4Hg_270,[0.5008641481399536],"[[179.17735290527344, 189.77809143066406, 400.0, 300.0]]",1.0
Nqzol61EbWwpzCIKrCQ1qQ,-1.21096084417794,36.91972971744021,2021,9,N/Q/,180,GSVI,Nqzol61EbWwpzCIKrCQ1qQ_180,[0.3514356315135956],"[[4.662628173828125, 187.14431762695312, 225.72352600097656, 264.77691650390625]]",1.0
NrMsD7R0IrQfHfWbO4izNA,-1.283882538111904,36.91590515837358,2021,8,N/r/,180,GSVI,NrMsD7R0IrQfHfWbO4izNA_180,[0.6045661568641663],"[[126.82027435302734, 223.1269073486328, 210.49169921875, 255.27069091796875]]",1.0
NrsIxoX2iJaISSNk_Y4s2w,-1.261011886816481,36.85373686207435,2022,3,N/r/,180,GSVI,NrsIxoX2iJaISSNk_Y4s2w_180,[0.28839027881622314],"[[290.5210876464844, 143.02305603027344, 399.42901611328125, 194.59573364257812]]",1.0
NsBVAs_fCPe83uHhnveLaQ,-1.27494207199659,36.83063392133204,2021,8,N/s/,270,GSVI,NsBVAs_fCPe83uHhnveLaQ_270,[0.26421594619750977],"[[96.22758483886719, 202.18894958496094, 200.5053253173828, 237.04818725585938]]",1.0
Nu8gvxyX030lcX-0qCWDFw,-1.197488919123154,36.85183204450897,2021,8,N/U/,90,GSVI,Nu8gvxyX030lcX-0qCWDFw_90,[0.3324149250984192],"[[148.73947143554688, 193.72927856445312, 398.50018310546875, 299.9161071777344]]",1.0
